,0,1,2
8630,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8631,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8632,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8633,NK cell,NK cell,NK
8634,CD4 Naive,CD4+ Naive T,CD4 Naive
8635,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8636,CD8 Naive,CD8+ Naive T,CD8 Naive
8637,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8638,CD4 Memory,CD4+ Naive T,CD4 Naive
8639,B cell progenitor,CD14+ Monocytes,CD14 Mono
8640,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8641,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8642,CD8 effector,CD14+ Monocytes,CD14 Mono
8643,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8644,CD4 Memory,CD4+ Naive T,CD4 Naive
8645,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8646,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8647,CD8 Naive,CD8+ Naive T,CD8 Naive
8648,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8649,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8650,CD4 Naive,CD4+ Naive T,CD4 Naive
8651,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8652,Dendritic cell,Dendritic Cells,cDC2
8653,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8654,NK cell,NK cell,NK
8655,Double negative T cell,CD8+ Effector Memory T,CD4 TEM
8656,pre-B cell,Dendritic Cells,B naive
8657,CD8 Naive,CD8+ Naive T,CD8 Naive
8658,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8659,CD4 Naive,CD4+ Naive T,CD4 Naive
8660,CD8 Naive,CD8+ Naive T,CD8 Naive
8661,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8662,CD8 Naive,CD8+ Naive T,CD8 Naive
8663,NK cell,NK cell,NK
8664,CD8 Naive,CD8+ Naive T,CD8 Naive
8665,CD4 Naive,CD4+ Naive T,CD4 Naive
8666,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8667,CD4 Naive,CD4+ Naive T,CD4 Naive
8668,CD4 Naive,CD4+ Naive T,CD4 Naive
8669,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
8670,CD8 Naive,CD8+ Naive T,CD8 Naive
8671,Double negative T cell,CD8+ Effector Memory T,CD4 TEM
8672,CD4 Memory,CD4+ Naive T,CD4 Naive
8673,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8674,CD8 Naive,CD8+ Naive T,CD8 Naive
8675,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8676,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8677,CD4 Memory,CD4+ Naive T,CD4 Naive
8678,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8679,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8680,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
8681,B cell progenitor,Dendritic Cells,B intermediate
8682,CD4 Naive,CD4+ Naive T,CD4 Naive
8683,pre-B cell,Dendritic Cells,B naive
8684,CD8 Naive,CD8+ Naive T,CD8 Naive
8685,CD4 Memory,CD4+ Naive T,CD4 Naive
8686,Dendritic cell,Dendritic Cells,cDC2
8687,CD4 Memory,CD4+ Naive T,CD4 Naive
8688,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8689,CD4 Naive,CD4+ Naive T,CD4 Naive
8690,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8691,NK cell,NK cell,NK
8692,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8693,CD8 Naive,CD8+ Naive T,CD8 Naive
8694,CD8 Naive,CD8+ Naive T,CD8 Naive
8695,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8696,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8697,CD4 Naive,CD4+ Naive T,CD4 Naive
8698,CD4 Naive,CD4+ Naive T,CD4 Naive
8699,CD4 Naive,CD4+ Naive T,CD4 Naive
8700,CD8 Naive,CD8+ Naive T,CD8 Naive
8701,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8702,pDC,pDC,pDC
8703,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8704,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8705,CD8 Naive,CD8+ Naive T,CD8 Naive
8706,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8707,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8708,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8709,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8710,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8711,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8712,CD4 Naive,CD4+ Naive T,CD4 Naive
8713,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8714,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8715,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8716,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8717,CD4 Naive,CD4+ Naive T,CD4 Naive
8718,CD4 Naive,CD4+ Naive T,CD4 Naive
8719,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8720,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8721,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8722,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8723,Platelets,pDC,dnT
8724,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8725,B cell progenitor,Dendritic Cells,B intermediate
8726,CD4 Memory,CD4+ Naive T,CD4 Naive
8727,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8728,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8729,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8730,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8731,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8732,B cell progenitor,Dendritic Cells,B intermediate
8733,CD8 Naive,CD8+ Naive T,CD8 Naive
8734,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8735,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8736,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8737,CD8 Naive,CD8+ Naive T,CD8 Naive
8738,B cell progenitor,Dendritic Cells,B intermediate
8739,CD4 Naive,CD4+ Naive T,CD4 Naive
8740,CD4 Naive,CD4+ Naive T,CD4 Naive
8741,CD4 Naive,CD4+ Naive T,CD4 Naive
8742,CD8 Naive,CD8+ Naive T,CD8 Naive
8743,NK cell,NK cell,NK
8744,CD4 Naive,CD4+ Naive T,CD4 Naive
8745,NK cell,NK cell,NK
8746,NK cell,NK cell,NK
8747,CD8 Naive,CD8+ Naive T,CD8 Naive
8748,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8749,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8750,pre-B cell,Dendritic Cells,B naive
8751,pre-B cell,Dendritic Cells,B naive
8752,B cell progenitor,Dendritic Cells,B intermediate
8753,B cell progenitor,Dendritic Cells,B intermediate
8754,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8755,CD4 Memory,CD4+ Naive T,CD4 Naive
8756,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8757,CD4 Naive,CD4+ Naive T,CD4 Naive
8758,CD4 Naive,CD4+ Naive T,CD4 Naive
8759,CD8 Naive,CD8+ Naive T,CD8 Naive
8760,pre-B cell,Dendritic Cells,B naive
8761,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8762,CD4 Naive,CD4+ Naive T,CD4 Naive
8763,NK cell,NK cell,NK
8764,CD8 Naive,CD8+ Naive T,CD8 Naive
8765,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8766,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8767,CD4 Naive,CD4+ Naive T,CD4 Naive
8768,CD8 Naive,CD8+ Naive T,CD8 Naive
8769,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8770,B cell progenitor,Dendritic Cells,B intermediate
8771,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8772,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8773,CD8 Naive,CD8+ Naive T,CD8 Naive
8774,CD8 Naive,CD8+ Naive T,CD8 Naive
8775,Dendritic cell,Dendritic Cells,cDC2
8776,CD8 Naive,CD8+ Naive T,CD8 Naive
8777,CD4 Naive,CD4+ Naive T,CD4 Naive
8778,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8779,CD8 Naive,CD8+ Naive T,CD8 Naive
8780,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8781,CD8 Naive,CD8+ Naive T,CD8 Naive
8782,CD4 Naive,CD4+ Naive T,CD4 Naive
8783,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8784,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8785,CD14+ Monocytes,Dendritic Cells,CD16 Mono
8786,CD8 Naive,CD8+ Naive T,CD8 Naive
8787,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8788,CD8 Naive,CD8+ Naive T,CD8 Naive
8789,CD4 Naive,CD4+ Naive T,CD4 Naive
8790,B cell progenitor,Dendritic Cells,B intermediate
8791,CD4 Naive,CD4+ Naive T,CD4 Naive
8792,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8793,NK cell,CD8+ Effector Memory T,CD8 TEM
8794,CD8 Naive,CD8+ Naive T,CD8 Naive
8795,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8796,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8797,CD4 Naive,CD4+ Naive T,CD4 Naive
8798,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8799,CD16+ Monocytes,CD14+ Monocytes,CD14 Mono
8800,pDC,pDC,pDC
8801,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8802,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8803,CD8 Naive,CD8+ Naive T,CD8 Naive
8804,CD14+ Monocytes,Dendritic Cells,CD16 Mono
8805,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8806,NK cell,NK cell,NK
8807,CD8 Naive,CD8+ Naive T,CD8 Naive
8808,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8809,NK cell,NK cell,NK
8810,CD4 Memory,CD4+ Naive T,CD4 Naive
8811,CD8 Naive,CD8+ Naive T,CD8 Naive
8812,CD4 Naive,CD4+ Naive T,CD4 Naive
8813,CD4 Naive,CD4+ Naive T,CD4 Naive
8814,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8815,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8816,CD8 Naive,CD8+ Naive T,CD8 Naive
8817,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8818,CD8 Naive,CD8+ Naive T,CD8 Naive
8819,CD4 Naive,CD4+ Naive T,CD4 Naive
8820,Dendritic cell,Dendritic Cells,cDC2
8821,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8822,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8823,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8824,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8825,B cell progenitor,Dendritic Cells,B intermediate
8826,CD4 Naive,CD4+ Naive T,CD4 Naive
8827,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8828,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8829,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8830,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8831,CD4 Naive,CD4+ Naive T,CD4 Naive
8832,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8833,pDC,pDC,pDC
8834,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8835,CD4 Naive,CD4+ Naive T,CD4 Naive
8836,CD4 Naive,CD4+ Naive T,CD4 Naive
8837,CD4 Naive,CD4+ Naive T,CD4 Naive
8838,CD8 Naive,CD8+ Naive T,CD8 Naive
8839,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8840,CD4 Memory,CD4+ Naive T,CD4 Naive
8841,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8842,CD4 Naive,CD4+ Naive T,CD4 Naive
8843,CD4 Naive,CD4+ Naive T,CD4 Naive
8844,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8845,CD4 Naive,CD4+ Naive T,CD4 Naive
8846,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8847,CD4 Naive,CD4+ Naive T,CD4 Naive
8848,CD4 Naive,CD4+ Naive T,CD4 Naive
8849,CD4 Memory,CD4+ Naive T,CD4 Naive
8850,CD8 Naive,CD8+ Naive T,CD8 Naive
8851,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8852,B cell progenitor,Dendritic Cells,B intermediate
8853,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8854,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8855,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8856,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8857,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8858,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8859,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8860,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8861,CD4 Memory,CD4+ Naive T,CD4 Naive
8862,CD8 Naive,CD8+ Naive T,CD8 Naive
8863,CD4 Naive,CD4+ Naive T,CD4 Naive
8864,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8865,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8866,CD8 Naive,CD8+ Naive T,CD8 Naive
8867,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8868,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8869,CD4 Naive,CD4+ Naive T,CD4 Naive
8870,B cell progenitor,Dendritic Cells,B intermediate
8871,CD14+ Monocytes,Dendritic Cells,cDC2
8872,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8873,CD4 Memory,CD4+ Naive T,CD4 Naive
8874,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8875,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8876,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8877,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8878,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8879,CD4 Naive,CD4+ Naive T,CD4 Naive
8880,CD8 Naive,CD8+ Naive T,CD8 Naive
8881,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8882,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8883,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8884,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8885,CD8 Naive,CD8+ Naive T,CD8 Naive
8886,B cell progenitor,Dendritic Cells,B intermediate
8887,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8888,NK cell,NK cell,NK
8889,CD4 Naive,CD8+ Naive T,CD8 Naive
8890,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8891,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8892,CD8 Naive,CD8+ Naive T,CD8 Naive
8893,NK cell,NK cell,NK
8894,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8895,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8896,pre-B cell,Dendritic Cells,B naive
8897,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8898,CD4 Naive,CD4+ Naive T,CD4 Naive
8899,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8900,CD4 Naive,CD4+ Naive T,CD4 Naive
8901,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8902,CD8 Naive,CD8+ Naive T,CD8 Naive
8903,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8904,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8905,CD8 Naive,CD8+ Naive T,CD8 Naive
8906,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8907,CD4 Memory,CD4+ Naive T,CD4 Naive
8908,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8909,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8910,B cell progenitor,Dendritic Cells,B intermediate
8911,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8912,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8913,CD8 Naive,CD8+ Naive T,CD8 Naive
8914,NK cell,NK cell,NK
8915,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8916,CD4 Naive,CD4+ Naive T,CD4 Naive
8917,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8918,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8919,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8920,NK cell,NK cell,NK
8921,NK cell,NK cell,NK
8922,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8923,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8924,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8925,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8926,CD4 Memory,CD4+ Naive T,CD4 Naive
8927,,CD14+ Monocytes,CD14 Mono
8928,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8929,CD14+ Monocytes,Dendritic Cells,CD16 Mono
8930,CD4 Memory,CD4+ Naive T,CD4 Naive
8931,CD4 Naive,CD4+ Naive T,CD4 Naive
8932,CD8 Naive,CD8+ Naive T,CD8 Naive
8933,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8934,B cell progenitor,Dendritic Cells,B intermediate
8935,CD4 Naive,CD4+ Naive T,CD4 Naive
8936,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8937,CD8 Naive,CD8+ Naive T,CD8 Naive
8938,CD8 Naive,CD8+ Naive T,CD8 Naive
8939,CD8 Naive,CD8+ Naive T,CD8 Naive
8940,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8941,B cell progenitor,Dendritic Cells,B intermediate
8942,CD8 Naive,CD8+ Naive T,CD8 Naive
8943,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8944,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8945,CD8 Naive,CD8+ Naive T,CD8 Naive
8946,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8947,CD4 Naive,CD4+ Naive T,CD4 Naive
8948,CD4 Naive,CD4+ Naive T,CD4 Naive
8949,CD14+ Monocytes,Dendritic Cells,CD16 Mono
8950,pre-B cell,Dendritic Cells,B naive
8951,CD4 Naive,CD4+ Naive T,CD4 Naive
8952,B cell progenitor,Dendritic Cells,B intermediate
8953,CD4 Memory,CD4+ Naive T,CD4 Naive
8954,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8955,CD4 Naive,CD4+ Naive T,CD4 Naive
8956,CD4 Naive,CD4+ Naive T,CD4 Naive
8957,CD8 Naive,CD8+ Naive T,CD8 Naive
8958,B cell progenitor,Dendritic Cells,B intermediate
8959,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8960,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8961,NK cell,NK cell,NK
8962,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
8963,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8964,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8965,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
8966,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8967,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8968,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8969,B cell progenitor,Dendritic Cells,B intermediate
8970,CD8 Naive,CD8+ Naive T,CD8 Naive
8971,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8972,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8973,,CD14+ Monocytes,CD14 Mono
8974,B cell progenitor,Dendritic Cells,B intermediate
8975,B cell progenitor,CD14+ Monocytes,CD14 Mono
8976,CD4 Naive,CD4+ Naive T,CD4 Naive
8977,CD4 Memory,CD4+ Central Memory T,CD4 TCM
8978,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8979,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8980,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8981,CD4 Naive,CD4+ Naive T,CD4 Naive
8982,CD4 Naive,CD4+ Naive T,CD4 Naive
8983,CD16+ Monocytes,Dendritic Cells,CD16 Mono
8984,CD8 Naive,CD8+ Naive T,CD8 Naive
8985,Dendritic cell,Dendritic Cells,cDC2
8986,CD4 Memory,CD4+ Naive T,CD4 Naive
8987,B cell progenitor,Dendritic Cells,B intermediate
8988,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8989,B cell progenitor,Dendritic Cells,B intermediate
8990,CD4 Naive,CD4+ Naive T,CD4 Naive
8991,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8992,CD8 effector,CD8+ Effector Memory T,CD8 TEM
8993,B cell progenitor,Dendritic Cells,B intermediate
8994,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8995,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8996,NK cell,NK cell,NK
8997,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8998,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
8999,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9000,CD4 Naive,CD4+ Naive T,CD4 Naive
9001,CD16+ Monocytes,Dendritic Cells,CD16 Mono
9002,CD4 Naive,CD4+ Naive T,CD4 Naive
9003,CD4 Naive,CD4+ Naive T,CD4 Naive
9004,NK cell,NK cell,NK
9005,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9006,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9007,,Dendritic Cells,B intermediate
9008,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9009,CD4 Naive,CD8+ Effector Memory T,CD8 TEM
9010,CD8 Naive,CD8+ Naive T,CD8 Naive
9011,CD4 Naive,CD4+ Naive T,CD4 Naive
9012,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9013,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9014,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9015,CD8 Naive,CD8+ Naive T,CD8 Naive
9016,CD16+ Monocytes,Dendritic Cells,CD16 Mono
9017,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9018,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9019,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9020,CD8 Naive,CD8+ Naive T,CD8 Naive
9021,CD4 Naive,CD4+ Naive T,CD4 Naive
9022,CD8 Naive,CD8+ Naive T,CD8 Naive
9023,B cell progenitor,Dendritic Cells,B intermediate
9024,CD8 effector,CD8+ Effector Memory T,CD8 TEM
9025,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9026,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9027,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9028,CD4 Naive,CD4+ Naive T,CD4 Naive
9029,CD8 Naive,CD8+ Naive T,CD8 Naive
9030,CD8 Naive,CD8+ Naive T,CD8 Naive
9031,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9032,CD8 Naive,CD8+ Naive T,CD8 Naive
9033,CD8 Naive,CD8+ Naive T,CD8 Naive
9034,CD8 Naive,CD8+ Naive T,CD8 Naive
9035,CD16+ Monocytes,Dendritic Cells,CD16 Mono
9036,CD8 effector,CD8+ Effector Memory T,CD8 TEM
9037,CD8 Naive,CD8+ Effector Memory T,CD8 TEM
9038,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9039,NK cell,NK cell,NK
9040,B cell progenitor,Dendritic Cells,B intermediate
9041,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9042,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9043,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9044,CD8 Naive,CD8+ Naive T,CD8 Naive
9045,B cell progenitor,Dendritic Cells,B intermediate
9046,Dendritic cell,Dendritic Cells,cDC2
9047,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9048,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9049,CD4 Naive,CD4+ Naive T,CD4 Naive
9050,CD4 Memory,CD8+ Effector Memory T,CD8 TEM
9051,CD4 Naive,CD4+ Naive T,CD4 Naive
9052,CD8 Naive,CD8+ Naive T,CD8 Naive
9053,CD16+ Monocytes,CD14+ Monocytes,CD14 Mono
9054,CD4 Memory,CD4+ Naive T,CD4 Naive
9055,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9056,CD8 Naive,CD8+ Naive T,CD8 Naive
9057,CD4 Naive,CD4+ Naive T,CD4 Naive
9058,CD4 Naive,Dendritic Cells,B intermediate
9059,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9060,CD4 Memory,CD4+ Naive T,CD4 Naive
9061,CD8 Naive,CD8+ Naive T,CD8 Naive
9062,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9063,CD4 Naive,CD4+ Naive T,CD4 Naive
9064,CD4 Naive,CD4+ Naive T,CD4 Naive
9065,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9066,CD4 Naive,CD4+ Naive T,CD4 Naive
9067,B cell progenitor,Dendritic Cells,B intermediate
9068,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9069,NK cell,NK cell,NK
9070,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9071,NK cell,NK cell,NK
9072,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9073,CD8 Naive,CD8+ Naive T,CD8 Naive
9074,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9075,Double negative T cell,CD8+ Effector Memory T,CD4 TEM
9076,B cell progenitor,Dendritic Cells,B intermediate
9077,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9078,pre-B cell,Dendritic Cells,B naive
9079,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9080,CD4 Naive,CD14+ Monocytes,CD14 Mono
9081,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9082,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9083,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9084,CD8 Naive,CD8+ Naive T,CD8 Naive
9085,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9086,CD8 Naive,CD8+ Naive T,CD8 Naive
9087,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9088,CD8 Naive,CD8+ Naive T,CD8 Naive
9089,CD4 Memory,CD4+ Naive T,CD4 Naive
9090,CD8 Naive,CD8+ Naive T,CD8 Naive
9091,CD4 Memory,CD4+ Central Memory T,CD4 TCM
9092,NK cell,NK cell,NK
9093,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9094,B cell progenitor,Dendritic Cells,B intermediate
9095,CD8 effector,CD8+ Effector Memory T,CD8 TEM
9096,pDC,pDC,pDC
9097,CD8 Naive,CD8+ Naive T,CD8 Naive
9098,CD4 Naive,CD4+ Naive T,CD4 Naive
9099,CD8 Naive,CD8+ Naive T,CD8 Naive
9100,CD8 Naive,CD8+ Naive T,CD8 Naive
9101,CD4 Naive,CD4+ Naive T,CD4 Naive
9102,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9103,CD8 effector,CD8+ Effector Memory T,CD8 TEM
9104,CD14+ Monocytes,CD14+ Monocytes,CD14 Mono
9105,pre-B cell,Dendritic Cells,B naive
